time,AUV1_ESO_Reference,AUV1_ESO_Estimation,AUV2_ESO_Reference,AUV2_ESO_Estimation,AUV3_ESO_Reference,AUV3_ESO_Estimation,AUV4_ESO_Reference,AUV4_ESO_Estimation,AUV5_ESO_Reference,AUV5_ESO_Estimation,AUV6_ESO_Reference,AUV6_ESO_Estimation,AUV7_ESO_Reference,AUV7_ESO_Estimation,AUV8_ESO_Reference,AUV8_ESO_Estimation,AUV9_ESO_Reference,AUV9_ESO_Estimation,AUV10_ESO_Reference,AUV10_ESO_Estimation,AUV11_ESO_Reference,AUV11_ESO_Estimation,AUV12_ESO_Reference,AUV12_ESO_Estimation
1.5,0.8891700708879584,0.3286756605628382,0.7059343276231955,0.3104853760678294,0.5029884555055332,-0.57852463385257,0.7778895936162129,-0.005058179580536266,0.5450887529343208,0.005387908335019075,0.005314336437648923,-0.17969905379071616,-0.670282842121696,-0.1606537752276162,0.43883073036416725,-0.4223250292466862,-0.13634474519574266,0.11827411860783384,-0.6915480671326595,-0.025201846406157136,-0.9864258945886716,-0.10329162262303901,-0.3605749860993842,-0.3390442647948004
1.6,0.8947806887243169,0.36916922703370914,0.6789417968731922,0.3470936922547011,0.3792363118418514,-0.5431471268360906,0.8030681286985358,0.05302903124863598,0.5558405661284064,0.06570519852946216,0.1657734587131406,-0.16434708068742238,-0.5971450171093032,-0.11664317037309434,0.39922690761213697,-0.4109271046059734,-0.02655558343434486,0.16546790372711684,-0.574056663627823,0.032622926995265526,-0.8383773059942514,0.03170209207159275,-0.34134896559334127,-0.4373788515872935
1.7,0.9123953589659843,0.40580560006351074,0.6826440601515196,0.37836313130861254,0.27209708652898856,-0.4930011851759164,0.8570410311512089,0.10577448761041952,0.5776150760715318,0.13339444221358218,0.31012266041779163,-0.20670602999639323,-0.4775333666882518,-0.08397651144011184,0.32107563699283237,-0.3438873031114503,0.086065787533535,0.2178680032592977,-0.4381119328745637,0.08009322484303011,-0.7206398630717424,0.15624675189893125,-0.35320521610975447,-0.5215043699713454
1.8,0.9527738914233542,0.4372575354974171,0.7315510939654526,0.4016068196845194,0.31528231043236055,-0.4632727255387012,0.9410389746670236,0.1500416755593241,0.6169155390603102,0.20174876171748726,0.45036461640000386,-0.24299021390493325,-0.3161620994917814,-0.03852087474666184,0.22242750672779468,-0.24944517597518187,0.20479800257126574,0.2738819299348522,-0.29191534480367504,0.11916223112360431,-0.6254344639529238,0.26605086132485917,-0.3600591328078951,-0.5659722311921721
1.9000000000000001,1.017807822175438,0.4636419331295324,0.8147267963629578,0.414486343616413,0.4370620448528382,-0.4950420992965465,1.039125346233551,0.18527775485323078,0.6751320059338987,0.2656661175489438,0.6025505265287266,-0.22630506196585884,-0.1151258135180836,0.009666237447064378,0.2768847587171473,-0.15677741589099015,0.33476687210324274,0.3316985699311221,-0.13798038748373265,0.1549854126279302,-0.5239938675222999,0.3585880718146601,-0.3219232893935366,-0.4914861014601018
2.0,1.0971592711010105,0.4870242123632765,0.9153545902807743,0.4130816883066881,0.5587740323791736,-0.5478513760086862,1.135880671385476,0.2144008657652921,0.745506925671898,0.3209966671572838,0.7690374020743582,-0.2038136429164438,0.11458032345174554,0.04786148911193231,0.443319125125961,-0.08020317862339409,0.47399532372676595,0.39011892532572295,0.02504775034546048,0.19192627776429474,-0.4376802553459354,0.43769017424692397,-0.19844233231671626,-0.37636444066072866
2.1,1.1799838952833708,0.5113820136515217,1.0184033554353533,0.4195357362985433,0.6575744274042289,-0.6100593691467421,1.2215881872723902,0.24379969501756285,0.8061056612767065,0.3645577310925135,0.8678649570573004,-0.23405419445110656,0.34663820170102805,0.030937099398834204,0.6468199898212809,-0.028140217480268674,0.6204887460387501,0.4480902531414188,0.19931532700443094,0.22994336589163192,-0.3696763330367623,0.5044984470845717,0.015513019196480316,-0.24904011321234779
2.2,1.257822836384097,0.5407237058906456,1.1141178211811826,0.4377143425270091,0.7034229672535686,-0.6726610140476795,1.2925384564705604,0.2794825366142283,0.8602905087081846,0.3949632041739001,0.8695064160765203,-0.20675681645863567,0.5125938381796656,-0.030179487870830413,0.843008532985347,-0.020315544508657406,0.7729762132195316,0.5046160622567842,0.3872188565789251,0.26799907213588053,-0.31654006095807535,0.4908041983874684,0.27981890822479255,-0.13371150058090228
2.3000000000000003,1.331366348005755,0.576001541976071,1.19692896837072,0.46635217361909204,0.7085990340636504,-0.7270406373803124,1.3559015545631448,0.32261615761600343,0.906254314255009,0.41633141335977597,0.8220291215245286,-0.16100110894569522,0.6059642795697076,-0.09782587610549784,0.9828727834844302,-0.050717255300990034,0.903223526309112,0.5588780809852696,0.5906081894386058,0.3062146484268742,-0.23818928897157562,0.39936344413631525,0.5312824428359404,-0.05740277997178263
2.4,1.4041335593033974,0.61673611244424,1.2661876375679144,0.502320898881542,0.7123685864206787,-0.7598617898190327,1.4040489260907094,0.3691038123466771,0.9463569212250916,0.4367212073703977,0.759864856672836,-0.10954522260904902,0.6630540522265819,-0.15519200288258844,1.042885459193651,-0.07899928243638785,0.9963709560861748,0.6076849571223514,0.8052969929435163,0.30741840918596675,-0.133689617989612,0.27504503344054665,0.7250030813288926,-0.09489567395888175
2.5,1.4715232866819792,0.6621180293196057,1.3287583804660337,0.5468245033190805,0.7211553973884512,-0.7318567849173496,1.2386195661037172,0.4132437612515874,0.9763234212550636,0.462669269726213,0.6991886651943835,-0.057547985334831325,0.6969791303479168,-0.18475964527317232,1.0386780721172386,-0.10776153469570854,1.0648246895078366,0.631145770762279,0.9789868121740277,0.2461582496616984,-0.018453626938153517,0.14904681353144122,0.820096067991944,-0.1890117278893471
2.6,1.5105050279179812,0.7060267521938404,1.3812876174447462,0.5961558114044497,0.7127836263341173,-0.6863626654256413,0.9578057420975623,0.45731185490295995,1.0032423007395128,0.49455833823637446,0.643530885426406,-0.008060000530236472,0.7208250175908655,-0.15946596542513866,1.0089193350306762,-0.11189395043854364,1.0954681152938441,0.6549584156675515,1.0460260619785673,0.16857532663199123,0.09638038369459424,0.02586549956665243,0.8508249153380717,-0.29238477675210944
2.7,1.3217106197867694,0.7449490326798545,1.425852617107963,0.6478413584165639,0.6972468043009395,-0.6332760521337695,0.6662914099400259,0.49783379401537275,1.0291649688932143,0.5067817019003025,0.5878362579789591,0.03831627102501003,0.7372526369748719,-0.11521011207859458,0.9857400041551667,-0.07427350691800472,1.0651006940015404,0.5935210328290452,0.9712984349908068,0.09949956586528498,0.2314715335648993,-0.10762705707311515,0.8429531240457387,-0.3886208352813065
2.8000000000000003,1.0177969017897777,0.7817574705953086,1.4679361026636064,0.7002296093367516,0.68467074097717,-0.5776960213670345,0.4061256705154799,0.5307409704726835,1.0546047979377182,0.5031982778923597,0.5251428619103127,0.0828247465860883,0.6763751718298688,-0.058241625531803266,0.9947781621114445,-0.019035638554075307,0.9969726818221112,0.5204344507564923,0.8439392675908471,0.04660492576813335,0.34741086381006336,-0.24615617556343894,0.7921538628719179,-0.4874689420199485
2.9,0.7108135552522256,0.812822728869747,1.5102683193424025,0.7524124480890312,0.6741871750740998,-0.5229401431547198,0.19101827211778122,0.5484604354261375,1.0833282760183531,0.5234388048447072,0.47207970845240604,0.1272469667525948,0.5702916691018776,0.008899560122695393,1.038849767480229,0.04461867075999379,0.903663006918956,0.4491236708771717,0.6928633779091137,-0.020547799498789907,0.4466095481822918,-0.38834593706414267,0.6957796457502197,-0.5821146708269223
3.0,0.43964933308113535,0.8324452654042638,1.5531856050475428,0.8040116756847415,0.6483459708697966,-0.4711711695113523,0.01933456697865469,0.529948308746585,1.1152476492037127,0.5579672789958312,0.4908255704686245,0.16990920474602597,0.47767236836863974,0.072126361977974,1.1076618439461559,0.10913002666967075,0.8213736854955197,0.38011363764814576,0.524064807563794,-0.019337638997961617,0.5338043224565506,-0.522559362416443,0.585165438529397,-0.6457644728706664
3.1,0.21222044347388752,0.8188778910918167,1.589973706418687,0.8549288907666913,0.5888245060232639,-0.42331774116732573,-0.1169698030985875,0.49839162190206154,1.1520473126577837,0.6019966988531348,0.5582046871624605,0.21162194546614532,0.42126279618222423,0.12403749683414471,1.1874983717181553,0.1689045417579772,0.7606189997155126,0.33526497504946556,0.3966643548247668,0.03961326922198262,0.6114298005381507,-0.6424046513569475,0.4573582115646499,-0.5941336887278861
3.2,0.031846411054734645,0.7888987272142332,1.6205949567362055,0.905104452423064,0.5067856688534135,-0.37808871198880123,-0.22566067634057738,0.460158380977581,1.1970924411183739,0.6502113503988111,0.6008307316114817,0.2588261631424498,0.40929294707278413,0.14727150827889246,1.2644050570086118,0.22092686898391534,0.725874416040129,0.3647122211257874,0.32041893081501605,0.11065561248297917,0.6741853793584932,-0.7520478974466164,0.3110278191450452,-0.47850540923323376
3.3000000000000003,-0.10821292831628053,0.7503904385641684,1.6443885042815172,0.9510552371035097,0.41359254746891955,-0.33302739478847343,-0.31409342184780314,0.41852175156954957,1.2517542020621524,0.6980384303030126,0.6336724408146857,0.3108505553569613,0.4093067970863744,0.11942392391973766,1.330573519077782,0.2650675893877679,0.7275498555977704,0.4254339021653663,0.28968376124982687,0.18802015098269978,0.6773158967674201,-0.8393106401242574,0.2749236291926058,-0.34321859136710015
3.4,-0.21856870322687,0.7064465246334523,1.4553993310490108,0.98549478329163,0.32057986293930796,-0.28552880040333745,-0.38617479021892237,0.375702854027401,1.320258017822783,0.7421271977218394,0.6662320846642634,0.36144854275172933,0.38028950994491784,0.07899637419874567,1.3932819895797692,0.30480472480200865,0.7674353225425394,0.494887187932803,0.30610562396320834,0.26905702774143464,0.5788652240321532,-0.8797563163524224,0.37179766393277414,-0.21882519972442827
3.5,-0.30847639058611015,0.6593423843042234,1.1204011210694598,1.0148797066834363,0.2847526981739109,-0.23678580046501746,-0.44208029949102023,0.33313507991052804,1.3983421821042263,0.7813648249825089,0.7017402242175551,0.40948570848133214,0.31254285529628684,0.039938975496585656,1.452288998335415,0.34504135834094035,0.8296285925984864,0.5641350169656625,0.3384546723440086,0.35016848271739504,0.39445988221278205,-0.837919651033934,0.5162657704280593,-0.11611713456767239
3.6,-0.38152493657778264,0.6108156170896073,0.7940683973673364,1.0259829602028403,0.35112999568699715,-0.18917448289818145,-0.4785747345919698,0.29160178388998703,1.4741983870889497,0.8164406084614544,0.7362957011080306,0.4587988989220392,0.21001304159556405,0.01707216395879824,1.5052877265777338,0.38867950271575064,0.9026365614531237,0.5685953308122156,0.39782610281284514,0.42355495606505467,0.17287074963680962,-0.780128035747526,0.6483935235154109,-0.04307923153135014
3.7,-0.43660169779943964,0.5621512663132947,0.4979941757318597,1.0049251515729405,0.44293239510666527,-0.1400049346702082,-0.49861065040734115,0.25143439000324674,1.537043370909327,0.8491385875383552,0.7316156900553059,0.5084606678028776,0.08485508095951849,0.041376892647766804,1.5512029338900344,0.43625548327465175,0.9729955837276889,0.6171958412034324,0.44741068989101834,0.48472320689286313,-0.06481451019719048,-0.728452387603912,0.7388603281685457,-0.011570086531627806
3.8000000000000003,-0.4701406774983052,0.5142353232684949,0.23756808690470824,0.972349682779854,0.5236391508996251,-0.08738030635356675,-0.528789736295511,0.2120137754226186,1.5822115426244383,0.881385408040185,0.735438728403541,0.5566984774990588,-0.013337435951877656,0.08269666667782036,1.5928329634234055,0.4872868749385468,1.0208323642708215,0.6774109446550848,0.464348295566251,0.5330093241199882,-0.2915083647584325,-0.6968998958060865,0.7853967427601602,-0.038367927477735715
3.9,-0.4900669755021797,0.46760746635317524,0.014208801735982534,0.9328255480359573,0.5936278648550491,-0.032025455854040506,-0.5591671511268657,0.17221230669910245,1.6097841148263115,0.9144654172654977,0.7532247762014903,0.6023790075186102,-0.04076964276127256,0.12679635524067617,1.6356661750673918,0.5406166860448671,1.0419425343897788,0.7310647844073831,0.4495770294529069,0.5696945158331467,-0.5035292684945832,-0.6416867403686365,0.8084439981252639,-0.04870879456143211
4.0,-0.5207553598603077,0.4218391362873084,-0.17107106861816673,0.8890763808498129,0.6558862569639474,0.0255565879307625,-0.5841235003514337,0.13144077799253148,1.6376324005696372,0.949776715453166,0.7886317315361596,0.6446818500747489,-0.036245648590654524,0.1697112860234374,1.4594024541690074,0.5873879330300705,1.0427640424159765,0.7822072588955252,0.4201778843653265,0.6308328206757006,-0.5154451962759461,-0.5620214329382791,0.8190375365394216,-0.02624933437037693
4.1,-0.5520057345576956,0.37608346788199987,-0.31423579416963354,0.8429408863148853,0.7130978434139348,0.08529103603909283,-0.6040591558216308,0.08975579785119588,1.5580949845455305,0.9806397582516908,0.8401775738860322,0.6803269571752142,-0.01809591800124691,0.20796569862214262,1.103850234379521,0.6159419709289596,1.0451819248258178,0.8425909329439818,0.45232957421926695,0.7151580361977017,-0.36417127669217414,-0.5038136788646321,0.8215176109741074,0.0043047767901342356
4.2,-0.5790424544229202,0.3298135969964454,-0.4059360652831688,0.7934880142819143,0.7666938987355393,0.1475666468489324,-0.6232668989009839,0.047758348085575816,1.192616418503993,0.9880700672485768,0.9010242480117292,0.6987736466021756,0.01236641594201382,0.23857551285806777,0.7776445643893867,0.5823498797299927,1.0708580626117175,0.914052802373845,0.549797038639719,0.7915815532074852,-0.16598153969234739,-0.46625720302238943,0.8251391224169465,0.055747991757382875
4.3,-0.601731649385551,0.28294239840502217,-0.4577592847168533,0.7416873601961661,0.7811492128352112,0.21294145496736103,-0.6455811208138136,0.006151838752632583,0.8479811802073643,0.9465132093677142,0.9683799775390202,0.7182248396476578,0.037534983982105856,0.26023075846352184,0.4887321309809,0.5233823737570615,1.1218671055654605,0.9919996584471017,0.692786867812416,0.8566883949306656,0.08300039354616404,-0.4722688100396524,0.8329920790910794,0.1174485395354844
4.4,-0.6232689882191412,0.23585539093539193,-0.47893134649005925,0.6890182095163487,0.7779870312900045,0.28261113449425,-0.6721277130984572,-0.03454646102642102,0.5433810167191204,0.8837378218881257,1.0455121380076606,0.7427447302533725,0.04268492198190244,0.27776940134755546,0.24157631516832193,0.44758430786050757,1.1959370996606336,1.069784478799988,0.8499143929788933,0.900927603495904,0.32069949918530877,-0.4966886919104946,0.8574223143676785,0.1822438075572788
4.5,-0.6467089926156951,0.18909366422513516,-0.49261805622923605,0.6367842020183633,0.7665410877479322,0.3596727185503547,-0.7007170087131005,-0.07421186131256419,0.28513920778500607,0.8050490732400538,1.1375672956362557,0.7726401311267006,0.040845159625037944,0.29772646920593443,0.0364972891823627,0.35918699349876965,1.2526664800356444,1.1328393057983286,0.9950923782319625,0.8833574219545244,0.4936469270132292,-0.47590531821763205,0.9052613425696429,0.24598564826414088
4.6000000000000005,-0.6726232600389184,0.1431188149669287,-0.5258671415508294,0.5852445170300706,0.7479780081071346,0.44938176774890826,-0.7273095929722841,-0.11300754008937498,0.0738386908335245,0.7135742734323647,1.2489609631048504,0.8082408572590295,0.06163763831177606,0.3240641947593884,-0.12897722943512824,0.26859172326337355,1.162812620294831,1.1725950282908293,1.1119777490575817,0.8319773045522709,0.6058704772401006,-0.4219024459040932,0.9647345772800953,0.3070517542228009
4.7,-0.6995439795490093,0.09816057721294023,-0.5694315423535908,0.5341109931221854,0.7294486062059166,0.5600437693173085,-0.7487892752061831,-0.1512023449014237,-0.09312727357955136,0.618526695413358,1.3813984644236212,0.8498045864899809,0.10114177101000167,0.35717614462616804,-0.2538308111080779,0.1796554376725123,0.989656788915693,1.1580231882255796,1.2000041064332394,0.7717377069926764,0.662307325232474,-0.34647948205332657,1.0265657781817008,0.3652143495548909
4.8,-0.724598781340914,0.05417000799179681,-0.6160933969743447,0.4830249445651131,0.7314321702916734,0.7005661925186687,-0.7640941598376009,-0.188965378289002,-0.22051034241889553,0.5247000429381325,1.5331264047922082,0.8974713691695425,0.16179760450951997,0.3977182905844057,-0.3382860710449559,0.09277307961908343,0.7659723308530134,1.111656755476493,1.2653905052073815,0.7125180638462779,0.7119869524107854,-0.25531452008685707,1.0881966866601287,0.42194665167780904
4.9,-0.7451990781033062,0.010948351919788239,-0.6608174627860917,0.4317304389925904,0.8234296623057711,0.8588077803201615,-0.7741391880613447,-0.2262403721833604,-0.3110318747259454,0.43267721023612793,1.648102447084372,0.9492012157201999,0.25702732222487046,0.44992267013679355,-0.38168811150483106,0.00816738387376548,0.5100149672937728,1.0536967397065384,1.3156251595121413,0.6626026449518574,0.7695540561670334,-0.15364766584832174,1.1516527554925093,0.48126988167863854
5.0,-0.7603983046694496,-0.0316487575167312,-0.700879999356593,0.3801771877675713,1.0591395438987115,0.8773429770609302,-0.7805167149365126,-0.2628240946809425,-0.36446967645595313,0.34286658616291454,1.6799854973390536,0.9702194503110054,0.41683982717796014,0.5147498523090043,-0.391909997194646,-0.07400815681279559,0.24691542282937845,0.9901142034303158,1.359026080091421,0.6404228334417039,0.8719039463678435,-0.04722028552355704,1.2233610165944386,0.5503243747098423
5.1000000000000005,-0.7706799189801539,-0.07361898512836394,-0.7364763160767194,0.32851251991705616,1.274612968885804,0.6933798510790753,-0.7845426220005102,-0.2984606273765428,-0.37911295879862605,0.25548970538166016,1.7451086491311918,0.9185682381308808,0.6450122761407507,0.576522981231545,-0.4339602490337264,-0.15358377898509593,0.016644616939279988,0.9253403805996362,1.4033340447612233,0.6770997058721732,1.0353753115054045,0.06184056539546769,1.3117942275845849,0.631394250094284
5.2,-0.777090480566744,-0.1148364048474369,-0.7691182262832088,0.277007517172337,1.4848079859960006,0.49995143753452864,-0.7867794814209962,-0.33291879797574586,-0.41362260542471363,0.1706566636712268,1.8512028722846532,0.8426413168705597,0.9112902047957422,0.6303862545487459,-0.5157343362655025,-0.23036008018101445,-0.16261368344687022,0.8631747471965915,1.4512288537674267,0.7353421445387424,1.229043615382761,0.16976998046842845,1.4197454543462247,0.7189821562242602
5.3,-0.7805721887657282,-0.15510393331835512,-0.8002371205666856,0.22596099247836987,1.6648234739991168,0.329241092640377,-0.7870649838820029,-0.3660346856934534,-0.4872550228546582,0.0884535103158031,1.9710452845928264,0.7552269596207467,1.1760826237282915,0.6674832862377974,-0.6383657670490593,-0.30413167147534903,-0.2860707989403728,0.8055325078141641,1.4930489038636088,0.8004684974272174,1.3691928037135277,0.275976016090022,1.5469719654081293,0.8050342371234256
5.4,-0.7816491248090668,-0.19421242587151713,-0.8299769206580381,0.17557200672444415,1.4112113872747383,0.2256835303536866,-0.7848394064330652,-0.3977160111663613,-0.5986341539469691,0.009028011253994639,2.079178793413775,0.6832906082350689,1.4013187795281328,0.6324796157472441,-0.802776754323949,-0.37472317201757016,-0.3589234036136372,0.7521840268972372,1.5413984319538172,0.8656692125219243,1.478023198157748,0.3705916672680944,1.6794397273155688,0.8789353404929481
5.5,-0.7804408177574786,-0.23198713598115858,-0.8572486723341242,0.12590224024337413,1.2086994608866144,0.34505034356778486,-0.7767628882017098,-0.42785138236636927,-0.74953760037763,-0.0674291452694788,2.1669578823875852,0.633879579931243,1.5717331018847363,0.5934483116088505,-1.0085416559149625,-0.4420441223698353,-0.390590167662789,0.7020464197374652,1.6115584586191634,0.9240093158897347,1.5926873958864587,0.44617055355894236,1.785860654151204,0.9227521830617286
5.6000000000000005,-0.7755577046832519,-0.2683056168890456,-0.8806429501678884,0.07693511086561944,1.01658922047652,0.4868964578460097,-0.7665082019787656,-0.45632764221814914,-0.9421311619902608,-0.14076273231388337,1.8196575650860376,0.5914738440103372,1.6857559632891432,0.542811033094294,-1.2564485183777008,-0.5060672640646589,-0.3890871032037319,0.6517483207537096,1.6897305674747483,0.9636302022097095,1.7058579122130269,0.4253468689004391,1.5610117126584062,0.8838441801722748
5.7,-0.766885667110091,-0.30302043638585296,-0.899257729512558,0.02866867177367552,0.6939157062383872,0.629611130388094,-0.7537007298691034,-0.4830923467567451,-1.1775129221413652,-0.21094145147936338,1.4264129271119426,0.5046649388356332,1.7055790171658165,0.48846480511845597,-1.547848711511867,-0.5668967333276389,-0.3590311459734298,0.5972987440689655,1.748972974204969,0.9407834897485159,1.7865053428243773,0.3473245237783528,1.2089030138648016,0.8022752253483224
