time,AUV1_Error,AUV2_Error,AUV3_Error,AUV4_Error,AUV5_Error,AUV6_Error,AUV7_Error,AUV8_Error,AUV9_Error,AUV10_Error,AUV11_Error,AUV12_Error
2.4,0.602687970133731,1.0452574415380256,2.9610477248376306,0.49413794631423424,1.2832109478479272,2.9980153313556674,2.6882487405645223,1.2879392245142145,0.8126752152217945,0.6965640011491256,0.668786329986991,0.39547792202490245
2.5,0.538706545402053,0.9804364575536515,2.99906290971604,0.43984766703569633,1.2674039138044786,3.027070422410678,2.7238814037588344,1.2591897021064014,0.8524781028081174,0.7272622924599541,0.6930254097174043,0.41647728518285704
2.6,0.4779514956170216,0.9168247630673827,3.0326657085577957,0.39361017200678167,1.2497889707256091,3.0499599740526917,2.755236117830294,1.2289614312173234,0.8919393348968669,0.7612510949202185,0.723642682575168,0.4382660718469065
2.7,0.4238994414935547,0.8537851160903549,3.0612186056092914,0.3528946939927869,1.2306757278113325,3.06525374752143,2.7798984288391524,1.1971168819423974,0.9278146883884124,0.7988784844675063,0.7574837405329902,0.46011195197246035
2.8000000000000003,0.37694709011297495,0.7905193040369118,3.0842934670439632,0.31415648838545357,1.2097887568224819,3.0718638189626324,2.7969096356498575,1.1631174532696218,0.9587813232551183,0.8372665459404112,0.7923786302660764,0.48057504051630656
2.9,0.3335167345623815,0.7266956519683082,3.101606949255927,0.275281776989583,1.1852062736212128,3.069088780791904,2.807188966028311,1.1254348807528085,0.9845702603098906,0.8743216495093964,0.8274885805274745,0.4998895192124127
3.0,0.29110580778993206,0.6625572996109851,3.112811552387973,0.2366988224418962,1.1547934376405917,3.0583426387347097,2.811599139833958,1.0831147509726506,1.0055498407853074,0.9087649136238448,0.8624063220172049,0.5159825933132678
3.1,0.24945275898378944,0.5984277900502665,3.116408373377178,0.2011056078903216,1.1175216631605112,3.043261152629053,2.8120920891058225,1.0357593813544916,1.0228616831950648,0.941329321926609,0.8956414421239408,0.526425640979852
3.2,0.21127141007371486,0.5338325894074194,3.1101527419773185,0.1721081946521937,1.0726464554474255,3.0235328136636825,2.8105819262308476,0.9834070399802972,1.0381258789438303,0.9751594032647518,0.92677557407699,0.5317050717019197
3.3000000000000003,0.1802731545546724,0.4684453783008859,3.093090619916614,0.15284022693363988,1.019550140609239,2.9977304204512873,2.8077578361142743,0.9264727704522813,1.0524166586738768,1.0127565044805618,0.9559910137533254,0.5374091893607953
3.4,0.15926285344408367,0.4042457732916345,3.064699932053721,0.14451182207231472,0.9586956291537926,2.964670278630574,2.8030300890265147,0.8651284548383518,1.065392192373056,1.0530388920669287,0.9842213954757226,0.5495384131161727
3.5,0.1487397398355277,0.3454960702742001,3.0255516525254373,0.14540405281272142,0.8916805044503378,2.9234428527716965,2.7951867272846607,0.8002640391087495,1.075409520208312,1.0935234674981305,1.0111732673414733,0.5671925410160297
3.6,0.1461275167549565,0.2930358078355689,2.978309556346146,0.1516941757568834,0.8196776420231661,2.8733101561997945,2.7832969343054423,0.7327943603801842,1.0809807080385085,1.1327540873303599,1.0351836953914817,0.5865950175269322
3.7,0.14793107797854554,0.24687846919488796,2.9258109683527347,0.16022830089917628,0.7431175496950786,2.8141325556766255,2.767538424974313,0.6627902192212752,1.081331777227545,1.1699796759187933,1.0546153527949762,0.6055088668506874
3.8000000000000003,0.15228788134466043,0.20795587746271973,2.8675481861833423,0.16989720604386802,0.6617641869319045,2.7462280461135644,2.7496265657601584,0.5892238533802687,1.0758044616680305,1.2050388544395485,1.0679909972986505,0.6238877540098364
3.9,0.15956050612351635,0.17765194369920537,2.8026288930671646,0.18118659679016075,0.576355641327178,2.669608878909742,2.7329181152992197,0.5110733197568383,1.064283698192504,1.2382587776784406,1.074982375913872,0.641765370740888
4.0,0.17048749146644743,0.15640664606507754,2.7300376601877745,0.19443493102852522,0.4886656936588679,2.584078982381786,2.7209217644021217,0.4296651328884815,1.0473909058084139,1.2709177980769686,1.0784426229798045,0.6578766431480525
4.1,0.1848637484938664,0.14349770140100832,2.648674015937574,0.2091510443589522,0.39880326910674024,2.4893365275809503,2.7158601425091033,0.35174858591778513,1.026606767505833,1.3042243074088464,1.0816489051145652,0.6689971872810441
4.2,0.20138435545391478,0.137941035695664,2.5574061709045233,0.22426699741411601,0.3120110716977424,2.3850573216658537,2.7167262177241205,0.2827842049709483,1.0029675831189138,1.3363374988425205,1.0850019802347568,0.6750972894523785
4.3,0.21828715194657414,0.13988174603855727,2.4557278941842173,0.23866708806143597,0.23141663561428194,2.2709770772803046,2.7218489232187166,0.2299491746843802,0.9771623671668959,1.3654503877365214,1.0889626655764406,0.6763221392601398
4.4,0.2340907144608916,0.14919330325316463,2.343878212730557,0.2515797114852707,0.16160487460602965,2.147181384912412,2.7299427205000106,0.20367519341656637,0.9491347746435775,1.3900688790307965,1.0943646600915562,0.6723419118014405
4.5,0.24763378116089618,0.1644291186741498,2.2215749413538135,0.2623838127591627,0.11797877821074285,2.0143160535529536,2.7406854440605675,0.2114752734226627,0.9178254241743261,1.4087273308823085,1.1014929615440152,0.6625046833411496
4.6000000000000005,0.2587110774669809,0.1833688851690119,2.088464201766311,0.2710823232884962,0.12544425316763264,1.8736948019108066,2.7531148235547214,0.2447057111781192,0.8842144547793412,1.4206155966805512,1.1113640290661058,0.6460700913422736
4.7,0.26782744165877204,0.20388501915029833,1.9445076400715557,0.27814256675160887,0.17348691871794542,1.7273655531582717,2.7660521103780455,0.2886544808764476,0.8498032574446923,1.4256646499211731,1.1243427338653376,0.6224429001473544
4.8,0.2756628641611294,0.22433567199924395,1.790399121409899,0.28407142856854467,0.23540661556126055,1.5782195909404504,2.778332976050207,0.33649193588705706,0.8148074359385217,1.4239466491088864,1.138732686415362,0.5917021611744956
4.9,0.28269612820293843,0.2433235707757006,1.6290454045945204,0.289172448413524,0.300365234888362,1.4307080581602798,2.788661264840381,0.38494217679057774,0.7790125482619903,1.4157130644888472,1.1539762878939421,0.5544986648331172
5.0,0.28905670233642666,0.2602342543056277,1.469300861471922,0.2934917911431752,0.36506080426899723,1.2947442101877535,2.7954276876186905,0.43250039235285714,0.7423059806998208,1.4015759409724189,1.1701747793780497,0.5122465134199676
5.1000000000000005,0.2945744257777102,0.2751236132950065,1.312519162931228,0.29688693919775383,0.4284230481031487,1.1790275661599134,2.796779555018427,0.479844806548451,0.7054913164331532,1.3822126780025676,1.1862950796492873,0.4670718959460885
5.2,0.2989337565622401,0.28828208327112603,1.1581031795585928,0.2991400066241118,0.4900020123474244,1.092979667459574,2.7913766768541772,0.5266125362262942,0.66932814567581,1.3580672148559125,1.2013187758155195,0.42065639585605336
5.3,0.30186576643323404,0.29997720743238776,1.0081784018506483,0.3000919070475018,0.5477995064992841,1.039187794805814,2.779119644453545,0.5712622508594738,0.6343596941945868,1.3294749988145205,1.2145111269841546,0.3729819158194531
